Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Provided Email Address,Year Patron Registered
2,Teen,704,114,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2009
0,Adult,0,0,45 to 54 years,r3,Richmond,,,TRUE,2020
0,Adult,0,0,25 to 34 years,r3,Richmond,May,2023,TRUE,2019
0,Adult,0,0,45 to 54 years,r3,Richmond,Aug,2022,TRUE,2019
0,Adult,224,307,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2017
1,Juvenile,126,70,10 to 19 years,r3,Richmond,Jan,2023,TRUE,2014
0,Adult,112,29,35 to 44 years,r3,Richmond,Dec,2021,TRUE,2012
0,Adult,0,0,20 to 24 years,r3,Richmond,Dec,2022,TRUE,2022
0,Adult,0,0,25 to 34 years,r3,Richmond,Feb,2023,TRUE,2022
0,Adult,2,4,20 to 24 years,r3,Richmond,Jun,2023,TRUE,2022
2,Teen,399,256,10 to 19 years,r3,Richmond,Jun,2023,TRUE,2012
0,Adult,4,0,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2023
0,Adult,181,133,45 to 54 years,r3,Richmond,Sep,2020,TRUE,2003
2,Teen,596,261,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2011
1,Juvenile,98,92,0 to 9 years,r3,Richmond,Apr,2021,TRUE,2018
1,Juvenile,4,0,0 to 9 years,r3,Richmond,Jun,2021,TRUE,2017
0,Adult,41,34,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2003
2,Teen,233,21,10 to 19 years,r3,Richmond,Mar,2022,TRUE,2013
0,Adult,39,0,25 to 34 years,r3,Richmond,Oct,2022,TRUE,2018
3,Senior,122,64,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2015
0,Adult,0,0,25 to 34 years,r3,Richmond,Jan,2022,TRUE,2018
0,Adult,4,4,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2017
2,Teen,235,264,10 to 19 years,r3,Richmond,Dec,2022,TRUE,2010
1,Juvenile,147,142,10 to 19 years,r3,Richmond,Jan,2023,TRUE,2019
0,Adult,162,229,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2014
0,Adult,73,127,45 to 54 years,r3,Richmond,Jun,2023,TRUE,2004
0,Adult,0,0,35 to 44 years,r3,Richmond,Apr,2023,TRUE,2019
0,Adult,32,4,45 to 54 years,r3,Richmond,Jul,2022,TRUE,2009
2,Teen,23,2,10 to 19 years,r3,Richmond,Apr,2022,TRUE,2015
1,Juvenile,248,78,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,1769,868,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,84,30,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,139,157,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2010
3,Senior,0,0,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2021
0,Adult,1,1,25 to 34 years,r3,Richmond,Oct,2022,TRUE,2022
3,Senior,39,6,65 to 74 years,r3,Richmond,Jan,2023,TRUE,2009
2,Teen,34,6,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2012
0,Adult,522,365,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2012
1,Juvenile,5,10,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2023
0,Adult,7,14,20 to 24 years,r3,Richmond,Apr,2023,TRUE,2019
2,Teen,66,14,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2017
3,Senior,213,40,75 years and over,r3,Richmond,Jul,2023,TRUE,2018
0,Adult,125,60,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2007
0,Adult,241,327,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2005
1,Juvenile,516,457,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2017
2,Teen,1041,990,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2009
3,Senior,475,598,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,3,3,25 to 34 years,r3,Richmond,Feb,2023,TRUE,2022
0,Adult,0,0,35 to 44 years,r3,Richmond,May,2022,TRUE,2022
0,Adult,7,10,35 to 44 years,r3,Richmond,Apr,2022,TRUE,2011
0,Adult,1,0,35 to 44 years,r3,Richmond,Aug,2022,TRUE,2018
3,Senior,0,0,65 to 74 years,r3,Richmond,Feb,2023,TRUE,2020
0,Adult,824,815,45 to 54 years,r3,Richmond,May,2021,TRUE,2008
0,Adult,31,30,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2018
0,Adult,229,148,45 to 54 years,r3,Richmond,Jun,2021,TRUE,2017
0,Adult,8,0,25 to 34 years,r3,Richmond,Jun,2023,TRUE,2018
0,Adult,178,134,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2010
0,Adult,105,144,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,122,279,35 to 44 years,r3,Richmond,Jun,2023,TRUE,2003
1,Juvenile,96,51,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2017
2,Teen,65,48,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2014
0,Adult,0,0,25 to 34 years,r3,Richmond,Jan,2023,TRUE,2020
3,Senior,1317,313,75 years and over,r3,Richmond,Jan,2021,TRUE,2003
2,Teen,993,125,10 to 19 years,r3,Richmond,Nov,2022,TRUE,2009
2,Teen,890,472,10 to 19 years,r3,Richmond,Aug,2020,TRUE,2012
0,Adult,27,47,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2018
2,Teen,157,46,10 to 19 years,r3,Richmond,May,2023,TRUE,2010
0,Adult,104,81,45 to 54 years,r3,Richmond,Jan,2023,TRUE,2013
0,Adult,95,59,60 to 64 years,r3,Richmond,Jun,2023,TRUE,2003
0,Adult,1,0,25 to 34 years,r3,Richmond,Sep,2019,TRUE,2019
0,Adult,0,0,35 to 44 years,r3,Richmond,,,TRUE,2023
0,Adult,0,0,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,2,0,25 to 34 years,r3,Richmond,Nov,2022,TRUE,2017
0,Adult,1369,517,25 to 34 years,r3,Richmond,Aug,2020,TRUE,2005
0,Adult,0,0,25 to 34 years,r3,Richmond,Jun,2023,TRUE,2021
0,Adult,274,87,35 to 44 years,r3,Richmond,Jun,2023,TRUE,2011
2,Teen,0,0,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2011
0,Adult,2,3,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2010
0,Adult,1,3,55 to 59 years,r3,Richmond,Apr,2023,TRUE,2022
0,Adult,107,19,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2003
3,Senior,117,270,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2005
0,Adult,1,1,45 to 54 years,r3,Richmond,Oct,2021,TRUE,2017
1,Juvenile,380,518,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2017
3,Senior,146,372,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2015
0,Adult,172,158,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2003
1,Juvenile,457,45,10 to 19 years,r3,Richmond,Mar,2023,TRUE,2011
0,Adult,186,31,45 to 54 years,r3,Richmond,Jan,2023,TRUE,2003
0,Adult,499,139,20 to 24 years,r3,Richmond,Sep,2020,TRUE,2003
0,Adult,9,8,35 to 44 years,r3,Richmond,Mar,2023,TRUE,2012
0,Adult,201,241,20 to 24 years,r3,Richmond,Jul,2023,TRUE,2004
1,Juvenile,17,33,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2020
1,Juvenile,716,740,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2014
1,Juvenile,106,8,0 to 9 years,r3,Richmond,Sep,2022,TRUE,2017
0,Adult,556,321,45 to 54 years,r3,Richmond,Feb,2023,TRUE,2009
2,Teen,1701,566,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2009
0,Adult,1085,935,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2003
3,Senior,24,45,65 to 74 years,r3,Richmond,Dec,2020,TRUE,2009
3,Senior,4074,341,75 years and over,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,18,13,25 to 34 years,r3,Richmond,Aug,2021,TRUE,2015
0,Adult,0,0,45 to 54 years,r3,Richmond,Feb,2023,TRUE,2021
0,Adult,332,497,10 to 19 years,r3,Richmond,Sep,2022,TRUE,2006
0,Adult,9,1,25 to 34 years,r3,Richmond,Jul,2020,TRUE,2018
0,Adult,3,3,25 to 34 years,r3,Richmond,Jan,2023,TRUE,2022
0,Adult,30,7,25 to 34 years,r3,Richmond,Jun,2023,TRUE,2016
1,Juvenile,56,36,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2021
1,Juvenile,13,17,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,585,790,55 to 59 years,r3,Richmond,Jun,2023,TRUE,2003
0,Adult,10,12,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,27,13,45 to 54 years,r3,Richmond,May,2021,TRUE,2010
0,Adult,225,195,35 to 44 years,r3,Richmond,Jun,2023,TRUE,2007
0,Adult,1,1,25 to 34 years,r3,Richmond,Jun,2023,TRUE,2022
3,Senior,5244,385,75 years and over,r3,Richmond,Jul,2023,TRUE,2003
1,Juvenile,6,0,0 to 9 years,r3,Richmond,Jan,2020,TRUE,2018
0,Adult,866,247,20 to 24 years,r3,Richmond,Sep,2022,TRUE,2003
1,Juvenile,11,8,0 to 9 years,r3,Richmond,Apr,2022,TRUE,2021
3,Senior,2,0,65 to 74 years,r3,Richmond,Apr,2023,TRUE,2013
0,Adult,91,37,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2010
0,Adult,22,6,45 to 54 years,r3,Richmond,Dec,2021,TRUE,2013
0,Adult,9,27,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2007
0,Adult,0,0,25 to 34 years,r3,Richmond,Oct,2019,TRUE,2019
3,Senior,3028,1291,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
3,Senior,326,9,65 to 74 years,r3,Richmond,May,2023,TRUE,2003
3,Senior,734,992,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2009
3,Senior,1376,1002,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,55,126,25 to 34 years,r3,Richmond,Apr,2023,TRUE,2016
2,Teen,484,63,10 to 19 years,r3,Richmond,Jun,2023,TRUE,2012
0,Adult,43,6,20 to 24 years,r3,Richmond,Oct,2017,TRUE,2012
2,Teen,103,54,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2014
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2021
0,Adult,645,85,20 to 24 years,r3,Richmond,Jul,2022,TRUE,2008
0,Adult,44,44,35 to 44 years,r3,Richmond,Apr,2023,TRUE,2017
2,Teen,26,19,10 to 19 years,r3,Richmond,May,2022,TRUE,2015
0,Adult,5,7,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2023
0,Adult,39,7,35 to 44 years,r3,Richmond,Mar,2023,TRUE,2021
0,Adult,0,0,55 to 59 years,r3,Richmond,Apr,2020,TRUE,2014
0,Adult,348,531,55 to 59 years,r3,Richmond,Oct,2022,TRUE,2009
2,Teen,590,967,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2011
3,Senior,0,0,65 to 74 years,r3,Richmond,,,TRUE,2022
0,Adult,0,0,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2015
0,Adult,91,72,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2005
0,Adult,32,67,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2015
0,Adult,245,139,45 to 54 years,r3,Richmond,Dec,2021,TRUE,2003
0,Adult,3506,1922,55 to 59 years,r3,Richmond,Jun,2023,TRUE,2003
0,Adult,2806,925,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2003
3,Senior,159,6,75 years and over,r3,Richmond,Jul,2023,TRUE,2008
0,Adult,45,0,55 to 59 years,r3,Richmond,Jun,2023,TRUE,2016
3,Senior,64,52,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
3,Senior,136,13,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
1,Juvenile,21,20,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2019
1,Juvenile,43,9,10 to 19 years,r3,Richmond,Mar,2022,TRUE,2017
3,Senior,1187,86,75 years and over,r3,Richmond,Jan,2023,TRUE,2003
3,Senior,0,0,75 years and over,r3,Richmond,,,TRUE,2023
3,Senior,45,8,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,144,86,45 to 54 years,r3,Richmond,Jan,2023,TRUE,2003
2,Teen,229,0,10 to 19 years,r3,Richmond,Feb,2023,TRUE,2009
0,Adult,2,4,35 to 44 years,r3,Richmond,Jun,2021,TRUE,2015
1,Juvenile,406,160,10 to 19 years,r3,Richmond,May,2023,TRUE,2016
3,Senior,216,106,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,49,44,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,48,23,35 to 44 years,r3,Richmond,Jul,2015,TRUE,2013
3,Senior,432,146,65 to 74 years,r3,Richmond,Mar,2023,TRUE,2017
2,Teen,53,3,10 to 19 years,r3,Richmond,Aug,2020,TRUE,2016
0,Adult,1,3,45 to 54 years,r3,Richmond,Feb,2023,TRUE,2022
1,Juvenile,124,28,10 to 19 years,r3,Richmond,Jun,2022,TRUE,2015
0,Adult,136,243,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,1026,1106,25 to 34 years,r3,Richmond,Apr,2021,TRUE,2003
0,Adult,32,7,25 to 34 years,r3,Richmond,Apr,2021,TRUE,2003
0,Adult,0,0,60 to 64 years,r3,Richmond,,,TRUE,2019
0,Adult,15,0,45 to 54 years,r3,Richmond,May,2022,TRUE,2009
2,Teen,91,71,10 to 19 years,r3,Richmond,May,2022,TRUE,2014
1,Juvenile,51,42,10 to 19 years,r3,Richmond,Jan,2023,TRUE,2016
1,Juvenile,35,12,10 to 19 years,r3,Richmond,Jan,2020,TRUE,2016
0,Adult,1,0,45 to 54 years,r3,Richmond,Nov,2020,TRUE,2016
3,Senior,1014,20,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2009
0,Adult,0,0,60 to 64 years,r3,Richmond,Jun,2023,TRUE,2023
2,Teen,43,8,10 to 19 years,r3,Richmond,Jun,2023,TRUE,2011
0,Adult,8,6,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2018
0,Adult,68,77,60 to 64 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,0,0,75 years and over,r3,Richmond,Jun,2023,TRUE,2023
3,Senior,0,0,75 years and over,r3,Richmond,,,TRUE,2021
0,Adult,10,0,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2010
0,Adult,271,253,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2020
0,Adult,1010,361,20 to 24 years,r3,Richmond,Jun,2023,TRUE,2003
0,Adult,42,38,35 to 44 years,r3,Richmond,Apr,2021,TRUE,2019
0,Adult,12,15,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,0,0,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2021
0,Adult,30,31,35 to 44 years,r3,Richmond,Jan,2021,TRUE,2017
1,Juvenile,420,166,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,0,0,45 to 54 years,r3,Richmond,Mar,2023,TRUE,2019
3,Senior,26,20,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,481,131,25 to 34 years,r3,Richmond,Mar,2022,TRUE,2003
3,Senior,2006,372,75 years and over,r3,Richmond,Dec,2022,TRUE,2009
3,Senior,2272,559,75 years and over,r3,Richmond,Jul,2023,TRUE,2003
1,Juvenile,3,0,0 to 9 years,r3,Richmond,Jun,2022,TRUE,2022
1,Juvenile,6,1,10 to 19 years,r3,Richmond,Jun,2021,TRUE,2014
0,Adult,768,478,60 to 64 years,r3,Richmond,Jul,2023,TRUE,2003
3,Senior,0,0,75 years and over,r3,Richmond,May,2023,TRUE,2021
0,Adult,2633,194,45 to 54 years,r3,Richmond,Jul,2022,TRUE,2003
0,Adult,440,65,25 to 34 years,r3,Richmond,May,2023,TRUE,2003
0,Adult,12,5,25 to 34 years,r3,Richmond,Mar,2021,TRUE,2017
1,Juvenile,278,81,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2014
0,Adult,4,1,60 to 64 years,r3,Richmond,Mar,2022,TRUE,2017
0,Adult,1,0,25 to 34 years,r3,Richmond,May,2023,TRUE,2012
1,Juvenile,100,94,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,10,3,20 to 24 years,r3,Richmond,Jul,2023,TRUE,2022
1,Juvenile,1182,833,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2016
1,Juvenile,180,136,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,74,7,35 to 44 years,r3,Richmond,Jun,2021,TRUE,2003
0,Adult,0,0,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2023
3,Senior,1,0,75 years and over,r3,Richmond,Feb,2023,TRUE,2018
0,Adult,11,14,35 to 44 years,r3,Richmond,Jul,2022,TRUE,2021
3,Senior,911,425,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
1,Juvenile,82,7,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2016
0,Adult,60,1,45 to 54 years,r3,Richmond,Jun,2023,TRUE,2010
1,Juvenile,57,9,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,264,122,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2011
0,Adult,32,5,60 to 64 years,r3,Richmond,Jun,2020,TRUE,2003
0,Adult,75,10,45 to 54 years,r3,Richmond,May,2021,TRUE,2019
0,Adult,0,0,35 to 44 years,r3,Richmond,Jun,2023,TRUE,2019
0,Adult,1072,2066,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,537,181,20 to 24 years,r3,Richmond,Oct,2018,TRUE,2003
0,Adult,547,207,20 to 24 years,r3,Richmond,Jun,2021,TRUE,2003
0,Adult,0,0,20 to 24 years,r3,Richmond,Jul,2023,TRUE,2021
0,Adult,0,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2023
1,Juvenile,45,0,10 to 19 years,r3,Richmond,Aug,2019,TRUE,2015
1,Juvenile,29,0,10 to 19 years,r3,Richmond,Aug,2019,TRUE,2015
0,Adult,1,2,60 to 64 years,r3,Richmond,Apr,2023,TRUE,2022
3,Senior,0,0,65 to 74 years,r3,Richmond,Jun,2022,TRUE,2020
0,Adult,34,56,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2013
0,Adult,1604,3057,55 to 59 years,r3,Richmond,Apr,2021,TRUE,2003
2,Teen,1081,24,10 to 19 years,r3,Richmond,May,2023,TRUE,2011
2,Teen,517,381,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2012
2,Teen,797,615,10 to 19 years,r3,Richmond,Jan,2023,TRUE,2007
2,Teen,0,0,10 to 19 years,r3,Richmond,Jan,2023,TRUE,2022
3,Senior,632,949,65 to 74 years,r3,Richmond,Apr,2023,TRUE,2003
0,Adult,0,0,45 to 54 years,r3,Richmond,Feb,2023,TRUE,2018
1,Juvenile,20,51,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2020
0,Adult,0,0,35 to 44 years,r3,Richmond,Jan,2023,TRUE,2020
2,Teen,813,215,10 to 19 years,r3,Richmond,Jun,2023,TRUE,2011
0,Adult,584,497,20 to 24 years,r3,Richmond,Jul,2023,TRUE,2009
0,Adult,8,11,45 to 54 years,r3,Richmond,Sep,2022,TRUE,2015
0,Adult,112,5,20 to 24 years,r3,Richmond,Jul,2023,TRUE,2015
0,Adult,16,6,20 to 24 years,r3,Richmond,Jun,2018,TRUE,2016
2,Teen,442,246,10 to 19 years,r3,Richmond,Dec,2022,TRUE,2009
1,Juvenile,12,0,0 to 9 years,r3,Richmond,Jun,2017,TRUE,2017
2,Teen,568,11,10 to 19 years,r3,Richmond,Mar,2023,TRUE,2012
2,Teen,928,121,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2012
2,Teen,90,34,10 to 19 years,r3,Richmond,Apr,2021,TRUE,2013
0,Adult,72,8,45 to 54 years,r3,Richmond,Jun,2022,TRUE,2014
0,Adult,78,31,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,0,0,35 to 44 years,r3,Richmond,Sep,2022,TRUE,2020
2,Teen,1364,688,10 to 19 years,r3,Richmond,Jun,2023,TRUE,2007
3,Senior,1361,1402,65 to 74 years,r3,Richmond,Oct,2021,TRUE,2004
0,Adult,4,6,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2023
0,Adult,1,0,25 to 34 years,r3,Richmond,Nov,2022,TRUE,2018
2,Teen,717,368,10 to 19 years,r3,Richmond,May,2023,TRUE,2013
0,Adult,76,68,45 to 54 years,r3,Richmond,May,2023,TRUE,2003
1,Juvenile,0,0,10 to 19 years,r3,Richmond,,,TRUE,2021
0,Adult,0,0,45 to 54 years,r3,Richmond,Feb,2022,TRUE,2016
0,Adult,4,4,25 to 34 years,r3,Richmond,May,2023,TRUE,2019
0,Adult,4,3,25 to 34 years,r3,Richmond,Apr,2021,TRUE,2013
0,Adult,0,0,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,3,11,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2023
0,Adult,236,104,60 to 64 years,r3,Richmond,Jul,2023,TRUE,2011
0,Adult,6,10,25 to 34 years,r3,Richmond,Oct,2022,TRUE,2021
3,Senior,908,467,75 years and over,r3,Richmond,Jul,2023,TRUE,2012
3,Senior,0,0,65 to 74 years,r3,Richmond,Jun,2023,TRUE,2016
0,Adult,2,4,35 to 44 years,r3,Richmond,Jun,2023,TRUE,2023
0,Adult,29,38,35 to 44 years,r3,Richmond,Jun,2023,TRUE,2019
0,Adult,2,2,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2021
0,Adult,0,0,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,155,122,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2010
0,Adult,5,12,25 to 34 years,r3,Richmond,Jan,2023,TRUE,2022
1,Juvenile,26,4,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2015
0,Adult,152,126,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,69,16,35 to 44 years,r3,Richmond,Oct,2021,TRUE,2008
1,Juvenile,17,33,0 to 9 years,r3,Richmond,Jan,2023,TRUE,2016
0,Adult,0,0,45 to 54 years,r3,Richmond,May,2021,TRUE,2018
1,Juvenile,146,292,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2018
3,Senior,3,0,75 years and over,r3,Richmond,Jul,2023,TRUE,2009
3,Senior,35,14,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2009
0,Adult,0,0,25 to 34 years,r3,Richmond,Jun,2023,TRUE,2022
0,Adult,0,0,25 to 34 years,r3,Richmond,Jan,2022,TRUE,2019
0,Adult,46,41,25 to 34 years,r3,Richmond,Jan,2022,TRUE,2013
3,Senior,12,0,65 to 74 years,r3,Richmond,Jun,2023,TRUE,2009
1,Juvenile,39,51,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2022
1,Juvenile,13,11,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,7,0,20 to 24 years,r3,Richmond,Oct,2022,TRUE,2018
0,Adult,409,41,20 to 24 years,r3,Richmond,Jul,2023,TRUE,2009
0,Adult,18,21,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2016
2,Teen,729,223,10 to 19 years,r3,Richmond,Aug,2021,TRUE,2011
0,Adult,218,184,20 to 24 years,r3,Richmond,Feb,2023,TRUE,2009
0,Adult,0,0,25 to 34 years,r3,Richmond,,,TRUE,2023
0,Adult,0,0,25 to 34 years,r3,Richmond,,,TRUE,2022
0,Adult,206,133,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2008
0,Adult,29,9,35 to 44 years,r3,Richmond,Apr,2023,TRUE,2012
0,Adult,25,29,35 to 44 years,r3,Richmond,Apr,2023,TRUE,2014
0,Adult,47,46,25 to 34 years,r3,Richmond,Jan,2022,TRUE,2009
0,Adult,0,0,45 to 54 years,r3,Richmond,May,2023,TRUE,2017
0,Adult,2,2,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2015
0,Adult,136,67,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2018
0,Adult,585,138,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2007
0,Adult,228,195,60 to 64 years,r3,Richmond,Jul,2023,TRUE,2003
2,Teen,3,0,10 to 19 years,r3,Richmond,Sep,2015,TRUE,2014
3,Senior,511,404,75 years and over,r3,Richmond,May,2023,TRUE,2014
3,Senior,5,4,65 to 74 years,r3,Richmond,Jul,2021,TRUE,2014
0,Adult,14,6,25 to 34 years,r3,Richmond,Sep,2022,TRUE,2018
0,Adult,2,5,55 to 59 years,r3,Richmond,Jun,2023,TRUE,2023
0,Adult,94,161,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,62,34,35 to 44 years,r3,Richmond,Mar,2022,TRUE,2009
0,Adult,56,27,35 to 44 years,r3,Richmond,May,2023,TRUE,2016
0,Adult,13,19,25 to 34 years,r3,Richmond,Jan,2023,TRUE,2018
3,Senior,255,38,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2007
0,Adult,35,30,25 to 34 years,r3,Richmond,Jan,2021,TRUE,2003
3,Senior,15,2,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,1020,499,60 to 64 years,r3,Richmond,Jul,2023,TRUE,2004
2,Teen,11,6,10 to 19 years,r3,Richmond,May,2023,TRUE,2014
1,Juvenile,2933,730,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2013
1,Juvenile,100,28,0 to 9 years,r3,Richmond,Feb,2023,TRUE,2018
0,Adult,12,12,55 to 59 years,r3,Richmond,Aug,2021,TRUE,2021
0,Adult,22,55,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2023
3,Senior,324,326,65 to 74 years,r3,Richmond,Oct,2022,TRUE,2003
3,Senior,1550,91,75 years and over,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,10,23,35 to 44 years,r3,Richmond,Mar,2020,TRUE,2019
0,Adult,12,24,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2018
1,Juvenile,338,438,0 to 9 years,r3,Richmond,Jul,2023,TRUE,2021
0,Adult,2,0,20 to 24 years,r3,Richmond,Feb,2021,TRUE,2009
0,Adult,258,59,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2003
2,Teen,18,8,10 to 19 years,r3,Richmond,Nov,2022,TRUE,2014
0,Adult,157,56,55 to 59 years,r3,Richmond,Jul,2023,TRUE,2006
3,Senior,3,0,65 to 74 years,r3,Richmond,Jun,2023,TRUE,2017
3,Senior,1518,854,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
3,Senior,414,4,75 years and over,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,36,1,60 to 64 years,r3,Richmond,Jul,2023,TRUE,2003
3,Senior,9,12,65 to 74 years,r3,Richmond,Mar,2009,TRUE,2003
1,Juvenile,0,0,0 to 9 years,r3,Richmond,,,TRUE,2023
1,Juvenile,0,0,0 to 9 years,r3,Richmond,,,TRUE,2023
1,Juvenile,0,0,0 to 9 years,r3,Richmond,,,TRUE,2023
0,Adult,1538,1516,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2003
